"scss/description_auto/page-title_font",""
"scss/description_auto/page-title_font-size","42px"
"scss/description_auto/preloader__cicle-1_stroke","Fourth color"
"scss/description_auto/preloader__cicle-2_stroke","Third color"
"scss/description_auto/product_price_font",""
"scss/description_auto/product_price_list_font",""
"scss/description_auto/product_title_font",""
"scss/description_auto/product-category__title_color","20% darken form Secondary color"
"scss/description_auto/product-category__title_font",""
"scss/description_auto/product-category__title_font-family","Page Title > Font Family"
"scss/description_auto/product-category__title_font-size","Page Title > Font Size"
"scss/description_auto/product-category__title_font-style","Page Title > Font Style"
"scss/description_auto/product-category__title_font-weight","Page Title > Font Weight"
"scss/description_auto/product-compare__item__product-image_background-color","White"
"scss/description_auto/product-view__add-to-cart__button_background-color","Buttons > Action Background Color"
"scss/description_auto/product-view__add-to-cart__button_color","Buttons > Action Background Color"
"scss/description_auto/product-view__add-to-cart__button_font",""
"scss/description_auto/product-view__add-to-cart__button_font-size","16px"
"scss/description_auto/product-view__add-to-cart__button_font-weight","700"
"scss/description_auto/product-view__add-to-cart__button_text-transform","uppercase"
"scss/description_auto/product-view__add-to-cart__input_display","block"
"scss/description_auto/product-view__availability__font-size","14px"
"scss/description_auto/product-view__availability__font-weight","700"
"scss/description_auto/product-view__availability__in-stock_color","Third color"
"scss/description_auto/product-view__availability__out-of-stock_color","Primary color"
"scss/description_auto/product-view__availability_display","block"
"scss/description_auto/product-view__availability_font",""
"scss/description_auto/product-view__availability_text-transform","uppercase"
"scss/description_auto/product-view__price_color","Primary color"
"scss/description_auto/product-view__price_font-family","Roboto', Arial, sans-serif"
"scss/description_auto/product-view__price_font-size","40px"
"scss/description_auto/product-view__price_font-style","normal"
"scss/description_auto/product-view__price_font-weight","400"
"scss/description_auto/product-view__price_line-height","17px"
"scss/description_auto/product-view__product-collateral__list__item_color","35% opacity of Primary color"
"scss/description_auto/product-view__product-collateral__list__item-active_background-color","4% darken from Secondary color"
"scss/description_auto/product-view__product-collateral__list__item-active_color","Primary color"
"scss/description_auto/product-view__product-image_background-color",""
"scss/description_auto/product-view__product-name_color","Page Title > Text Color"
"scss/description_auto/product-view__product-name_font-family","Title > Font Family"
"scss/description_auto/product-view__product-name_font-size","Page Title > Font Size"
"scss/description_auto/product-view__product-name_font-style","Page Title > Font Style"
"scss/description_auto/product-view__product-name_font-weight","Page Title > Font Weight"
"scss/description_auto/product-view__product-name_line-height","Page Title > Line Height"
"scss/description_auto/product-view__product-name_text-transform","Page Title > Text Transform"
"scss/description_auto/product-view__product-options__required_color","35% opacity of Primary color"
"scss/description_auto/product-view__product-options__required_font",""
"scss/description_auto/product-view__product-options__required_font-size","13px"
"scss/description_auto/product-view__product-options__required_text-transform","uppercase"
"scss/description_auto/product-view__product-shop__breadcrumbs_display","block"
"scss/description_auto/product-view__sku_display","block"
"scss/description_auto/products-grid__item__characteristics_color","35% opacity of Primary color"
"scss/description_auto/products-grid__item__price_color","Primary color"
"scss/description_auto/products-grid__item__price_font-family","'Roboto', Arial, sans-serif"
"scss/description_auto/products-grid__item__price_font-size","13px"
"scss/description_auto/products-grid__item__price_font-style","normal"
"scss/description_auto/products-grid__item__price_font-weight","400"
"scss/description_auto/products-grid__item__price_line-height","17px"
"scss/description_auto/products-grid__item__product-name_color","Primary color"
"scss/description_auto/products-grid__item__product-name_font",""
"scss/description_auto/products-grid__item__product-name_font-family","Roboto', Arial, sans-serif"
"scss/description_auto/products-grid__item__product-name_font-size","16px"
"scss/description_auto/products-grid__item__product-name_font-style","none"
"scss/description_auto/products-grid__item__product-name_font-weight","900"
"scss/description_auto/products-grid__item__product-name_line-height","125% from font size"
"scss/description_auto/products-grid__item__product-name_text-transform","uppercase"
"scss/description_auto/products-grid__item__tax-details_display","block"
"scss/description_auto/products-grid__item-inner_background-color","4% darken from Secondary color"
"scss/description_auto/products-grid__product-box_text-align",""
"scss/description_auto/products-list__item__actions_margin",""
"scss/description_auto/products-list__item__actions_margin-top","20px"
"scss/description_auto/products-list__item__price_margin",""
"scss/description_auto/products-list__item__price_margin-bottom","15px"
"scss/description_auto/products-list__item__product-image_background-color","White"
"scss/description_auto/products-list__item__product-name_margin",""
"scss/description_auto/products-list__item__product-name_margin-bottom","0px"
"scss/description_auto/products-list__product-box_text-align",""
"scss/help/account__block-content__list__current_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/account__block-content__list__current_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/account__block-content__list_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/add-to-links_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/add-to-links_font",""
"scss/help/add-to-links_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/add-to-links_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/badge_font","Badges font"
"scss/help/badge_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/badge_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/badge_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/badge--new_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/badge--new_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/badge--new_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/badge--sale_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/badge--sale_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/badge--sale_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/block__block-title_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/block__block-title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/block-layered-nav__title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/block-layered-nav__title_font",""
"scss/help/block-layered-nav__title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/block-layered-nav__title_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/breadcrumbs__leaf_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/breadcrumbs_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/breadcrumbs_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/breadcrumbs_font",""
"scss/help/breadcrumbs_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/breadcrumbs_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/breadcrumbs_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/button-action_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/button-action_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__btn-checkout_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__btn-checkout_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__cart-totals__table_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__cart-totals__table_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__cart-totals__total_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__discount__button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart__discount__button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__item-options_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__item-options_font",""
"scss/help/cart-table__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__product-name_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__product-name_font",""
"scss/help/cart-table__product-name_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/cart-table__product-name_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/cart-table__product-price_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__product-price_font",""
"scss/help/cart-table__product-price_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/cart-table__product-price_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/cart-table__product-sku_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/cart-table__sku-label_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/cart-table__sku-label_font",""
"scss/help/cart-table__sku-label_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/cart-table_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__buttons_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__buttons_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__buttons_font",""
"scss/help/checkout-onepage__buttons_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__buttons_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__buttons_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/checkout-onepage__progress-title_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__progress-title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__progress-title_font",""
"scss/help/checkout-onepage__progress-title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__progress-title_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__progress-title_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/checkout-onepage__step-title_active_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__step-title_border-bottom-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__step-title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/checkout-onepage__step-title_font",""
"scss/help/checkout-onepage__step-title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__step-title_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/checkout-onepage__step-title_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/color--fifth","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/color--fourth","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/color--primary","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/color--secondary","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/color--third","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/data-table__td_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/data-table__td_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/data-table__th_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/data-table__th_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/data-table_border-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/font_base",""
"scss/help/font-family-base","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/google_fonts","https://developers.google.com/fonts/"
"scss/help/header_separator-line_border-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/input-text_background-color","http://www.w3.org/wiki/CSS/Properties/background-color"
"scss/help/input-text_border",""
"scss/help/input-text_border-color","http://www.w3.org/wiki/CSS/Properties/border-color"
"scss/help/letter-spacing",""
"scss/help/line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/message--error__background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/message--notice_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/message--success_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__block-content_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__block-content_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_font",""
"scss/help/nav__button_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav__button_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav__button_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level0-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level0-link_font",""
"scss/help/nav--primary__level0-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level0-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level0-link_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/nav--primary__level0-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level0-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level0-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level0-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level0-link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level0-list_padding-global","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level0-list-separator_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level1-link_font",""
"scss/help/nav--primary__level1-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level1-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level1-link_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/nav--primary__level1-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level2_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level2-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level2-link_font",""
"scss/help/nav--primary__level2-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level2-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level2-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level2-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level2-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level2-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level3_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level3-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level3-link_font",""
"scss/help/nav--primary__level3-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level3-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level3-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level3-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level3-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level3-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level4_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level4-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level4-link_font",""
"scss/help/nav--primary__level4-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level4-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level4-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level4-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level4-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level4-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__submenu_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__submenu_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__ul-level0-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_size",""
"scss/help/page-container_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--newsletter_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--shipping_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--support_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_link-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-main_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-main_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-subtitle_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-subtitle_font",""
"scss/help/page-subtitle_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/page-title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-title_font",""
"scss/help/page-title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/preloader__cicle-1_stroke","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/preloader__cicle-2_stroke","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product_price_font",""
"scss/help/product_price_list_font",""
"scss/help/product_title_font",""
"scss/help/product-category__title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-category__title_font",""
"scss/help/product-category__title_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-category__title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-category__title_font-style","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-category__title_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-compare__item__product-image_background-color",""
"scss/help/product-view__add-to-cart__button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__add-to-cart__button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__add-to-cart__button_font",""
"scss/help/product-view__add-to-cart__button_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__add-to-cart__button_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__add-to-cart__button_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__add-to-cart__input_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__availability__font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__availability__font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/product-view__availability__in-stock_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__availability__out-of-stock_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__availability_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__availability_font",""
"scss/help/product-view__availability_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__price_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__price_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-view__price_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__price_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/product-view__price_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__price_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/product-view__product-collateral__list__item_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-collateral__list__item-active_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-collateral__list__item-active_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-name_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-name_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-view__product-name_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-name_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/product-view__product-name_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-name_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/product-view__product-name_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__product-options__required_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-options__required_font",""
"scss/help/product-view__product-options__required_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-options__required_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__product-shop__breadcrumbs_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__sku_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/products-grid__item__characteristics_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__price_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__price_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/products-grid__item__price_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/products-grid__item__price_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/products-grid__item__price_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/products-grid__item__price_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/products-grid__item__product-name_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__product-name_font",""
"scss/help/products-grid__item__product-name_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/products-grid__item__product-name_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/products-grid__item__product-name_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/products-grid__item__product-name_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/products-grid__item__product-name_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/products-grid__item__product-name_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/products-grid__item__tax-details_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/products-grid__item-inner_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__product-box_text-align","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/help/products-list__item__actions_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__actions_margin-top","http://www.w3.org/wiki/CSS/Properties/margin-top"
"scss/help/products-list__item__price_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__price_margin-bottom","http://www.w3.org/wiki/CSS/Properties/margin-bottom"
"scss/help/products-list__item__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-list__item__product-name_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__product-name_margin-bottom","http://www.w3.org/wiki/CSS/Properties/margin-bottom"
"scss/help/products-list__product-box_text-align","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/fieldset/actions_list_mode","Actions (List Mode)"
"scss/fieldset/add_to_cart_button","Add To Cart Button"
"scss/fieldset/add_to_cart_quantity","Add to Cart Quantity"
"scss/fieldset/aside_block_title","Aside Block Title"
"scss/fieldset/availability","Availability"
"scss/fieldset/badges","Badges"
"scss/fieldset/breadcrumbs","Breadcrumbs"
"scss/fieldset/button_checkout","Button Checkout"
"scss/fieldset/button_discount","Button Discount"
"scss/fieldset/buttons","Buttons"
"scss/fieldset/characteristics","Characteristics"
"scss/fieldset/characteristics_eg_label_sku","Characteristics (e.g. Label, Sku)"
"scss/fieldset/characteristics_eg_label_sku_tax","Characteristics (e.g. Label, Sku, Tax)"
"scss/fieldset/colors","Colors"
"scss/fieldset/compare","Compare"
"scss/fieldset/fonts","Fonts"
"scss/fieldset/general","General"
"scss/fieldset/header_links","Header Links"
"scss/fieldset/header_mini_cart","Header Mini Cart"
"scss/fieldset/headlines","Headlines"
"scss/fieldset/image","Image"
"scss/fieldset/inputs","Inputs"
"scss/fieldset/item","Item"
"scss/fieldset/layered-nav","Layered Navigation"
"scss/fieldset/main_content","Main Content"
"scss/fieldset/marketing_footer","Marketing Footer"
"scss/fieldset/messages","Messages"
"scss/fieldset/navigation","Navigation"
"scss/fieldset/navigation_button","Navigation Button"
"scss/fieldset/navigation_fifth_level","Navigation Fifth Level"
"scss/fieldset/navigation_first_level","Navigation First Level"
"scss/fieldset/navigation_fourth_level","Navigation Fourth Level"
"scss/fieldset/navigation_second_level","Navigation Second Level"
"scss/fieldset/navigation_third_level","Navigation Third Level"
"scss/fieldset/page","Page"
"scss/fieldset/page_title","Page Title"
"scss/fieldset/preloader","Preloader"
"scss/fieldset/price","Price"
"scss/fieldset/price_list_mode","Price (List Mode)"
"scss/fieldset/product_image","Product Image"
"scss/fieldset/product_options_eg_article_size_color","Product Options (e.g. article size, color)"
"scss/fieldset/product_price","Product Price"
"scss/fieldset/product_title","Product Title"
"scss/fieldset/product_title_list_mode","Product Title (List Mode)"
"scss/fieldset/progress_title","Progress Title"
"scss/fieldset/step_buttons","Radio Step Buttons"
"scss/title/checkout-onepage__buttons_radio_background-color","Background color"
"scss/title/checkout-onepage__buttons_radio_color","Text Color"
"scss/title/checkout-onepage__radio_buttons_border","Border width"
"scss/title/checkout-onepage__buttons_radio_border-color","Border color"
"scss/title/checkout-onepage__buttons_radio_border-active-color","Active Border Color"
"scss/title/checkout-onepage__radio_buttons_font","Font"
"scss/fieldset/step_buttons","Step Buttons"
"scss/fieldset/step_title","Step Title"
"scss/fieldset/tables","Tables"
"scss/fieldset/tabs","Tabs"
"scss/fieldset/title","Title"
"scss/fieldset/totals","Totals"
"scss/fieldset/wishlist_compare_links","Wishlist / Compare Links"
"scss/tab/cart","Cart"
"scss/tab/category_page_search_results","Category Page & Search Results"
"scss/tab/checkout","Checkout"
"scss/tab/footer","Footer"
"scss/tab/general","General"
"scss/tab/header","Header"
"scss/tab/modules","Modules"
"scss/tab/my_account","My Account"
"scss/tab/product_details","Product Details"
"scss/fieldset/step_forms","Step section Forms"
"scss/title/checkout-onepage__form_border","Form border width"
