"Was This Review Helpful ?","A fost de folos recenzia ?"
"Reviews Summary","Sumar Recenzii"
"Percent","Procent"
"Verified Customer","Client verificat"
"Order Reviews By:","Ordonează Recenziile:"
"Most Recent", "Cele Mai Recente"
"Biggest Rating","Cel Mai Mare Rating"
"Smallest Rating","Cel Mai Mic Rating"
"Most Voted","Cele Mai Votate"
"Select an option...","Selectaţi o opţiune..."
